start	end	text
839760	846280	But what is to follow will be part of a four DVD video to be called Indelible Promise.
846740	852120	And we've already set up a website called IndeliblePromise.com.
852360	856800	And you can see the information there and what we've got right there.
857420	860340	But the video will be edited.
860560	864120	So a lot of what you're going to hear now will not be in there.
864220	865320	You're going to be getting Paul.
865320	873580	You will be getting less of me in the video, but this is still my show, so you're getting me on it.
873960	878160	Let's start it. We began by talking about inventor's syndrome.
878440	889000	He had talked about it the day before, and given the fact that Paul is a master inventor, he's a visionary,
889000	894560	and given how much invention has changed our world
894560	899840	and at the same time how the obstruction of invention
899840	904200	is blocking the further changing in a beneficial way of our world,
904680	908960	it's really important, I feel, to start by talking about inventor syndrome
908960	913340	and really appreciating what inventors do in their mind.
913340	916780	So this is where we start and the rest speaks for itself.
916780	922120	inventor syndrome is something I came up with years ago and it would make it
922120	926020	really good book or movie because every inventor I met seemed to have a
926020	931720	personality disorder and when I stood back and observed it it was much like an
931720	936640	artist so I wanted to see how far I could challenge this so what I did is I
936640	942040	hired an artist to come to my home and I said I want to pay you by the hour to
942040	947560	paint a picture for me okay and she said well okay no one's ever done that I said well I want
947560	951940	you to take and I went over to the wall and I drew a one foot by foot and a half area I said
951940	959820	I want you to paint me a forest right here well it was where I could sit from my desk and see it
959820	966120	and she went over there and started painting the forest and after she got it almost done
966120	970620	I could see she was giving it the last minute detailed look I walked over and I said you know
970620	975400	want i know you spent two days doing this but i really want it bigger can you make it two feet
975400	982920	by three feet okay well no it's the same thing if you go to an inventor and say well i see what
982920	991760	you built but i want it this way it's upsetting to the inventor accept what he has built and
991760	999060	complete your deal on that because for an artist that picture usually is removable it's not painted
999060	1004500	onto a solid object right it's not yours when they're done with it it's theirs until you buy
1004500	1010260	it well i paid her by the hour i put a twist to it so as she walked out at the end of the day it
1010260	1016500	was my picture now after i got her to paint it a little bigger i said no that's still not big
1016500	1021780	enough can we go six feet and then i came in a few days later let's make it the whole wall
1021780	1027540	floor to ceiling right well i kept her there for a month no matter what she did i said oh you know
1027540	1033460	what let's move that pine tree over six inches she'd have to paint the sky back in everything
1033460	1039940	all back in and move the she kept doing it over and over until i finally got her to the point of
1039940	1047300	snapping and when i saw the tears i said okay this was just a test i wanted to see emotionally
1047300	1051860	as an artist because i'm an inventor and i like to look at myself as an artist with what i'm doing
1051860	1057060	right but i saw the same problem with myself that i do with other inventors that you build something
1057060	1062420	and no matter how pretty that something looks well it should have been this way i should have added
1062420	1067140	this here there should have been a valve here this should have been rounded edges no matter
1067140	1072820	what it is there's always a way to improve upon it so you'll never get a finished product from
1072820	1080580	the inventor the canvas is still fluid huh still works doesn't have to do but they're never complete
1080580	1086260	they're never happy with their final product but the problem is if you're an investor or someone
1086260	1090820	who wants to market that technology you go to that inventor and say well yeah that's all right
1090820	1096420	but it needs to be cleaned up it needs this it needs this he's holding that because that's his
1096420	1104260	baby you're not happy with his baby he doesn't want to give you his baby so all of a sudden that
1104260	1109860	price tag of common sense goes out the window and it's i want a zillion dollars for it right right
1110580	1115140	well it's not worth that it's not ready to market yet it needs work well i don't want to work with
1115140	1124700	you. I'm sorry. But an inventor, when he's told it's not good enough, all of a sudden
1124700	1129560	his ego is crushed. He feels like an artist. That's not what I want. I want something different.
1129560	1135260	Well, this is what I have. Leave. And it's that attitude. A lot of the investors that
1135260	1140900	come in want to dress up and impress the inventor, which is the dumbest thing in the world you
1140900	1147540	can do showing up in a nice car flashy clothes when the guy is starving to death every penny
1147540	1153700	he makes is going into an invention his baby and if he sees you're all that successful and you're
1153700	1159700	not coming in to offer him something up front it hurts him you've already got it all you're trying
1159700	1165380	to take what i have so you have more no look at it from his perspective he'd be a lot happier if
1165380	1168160	If you pulled up in an older car, an older truck,
1168560	1169960	cut out in casual clothes,
1170400	1171860	they can still be nice new clothes,
1171940	1173280	but something a lot more casual,
1173680	1175400	and be on his level.
1176780	1180240	Let him tell you what he's invented and how it works.
1180620	1183480	You may see a million other applications for it,
1183720	1186740	but if he can't, don't confuse him.
1187280	1189080	Give him praise for what he's done,
1189180	1191520	and then the very next thing you want to do
1191520	1193440	before you start talking about money
1193440	1194560	and how much you can raise,
1194560	1201200	sit down with the man and say joe what is it going to take for you to feed your family and you know
1201200	1205920	keep the power on and everything else you need what are your basic needs here and when he comes
1205920	1213040	up with well i need 200 for this and 300 for that they always underestimate inventors are just that
1213040	1218720	nature they're inclined to look at what their specific needs are of the moment without without
1218720	1223760	really foresight you got it so they're going to sit there well i need 800 a month well chances
1223760	1229840	are they need 1600 a month so if you offer them saying you know what i'd like to help you out and
1229840	1234880	work with you but let's not worry about new and improved or making it better why don't i go ahead
1234880	1240800	and we'll start marketing this model give me four months or six months to get everything set up but
1240800	1248720	in the meantime let's take care of your needs you just want a friend because nobody else wants to
1248720	1253280	take care of his knees they want to take the product and they want him to make it better
1254000	1258320	don't worry about making it better you can hire an engineer to modify it by the hour whatever it
1258320	1262880	takes to put a pretty cover on it right don't worry about letting the inventor do it unless
1262880	1268080	you never want to go to market inventors don't really care about the market although they say
1268080	1273440	they do they say they want to get the product out there they're more interested in making it perfect
1273820	1275680	They want their baby to be perfect.
1276300	1280240	Wow, which means it can be a perpetual process.
1280400	1285320	I've seen inventors that have sent their whole life on one or two products, never got them to the marketplace.
1285760	1290840	And here they are in their 70s and 80s, and they're still playing with it like they were 45 years ago.
1290840	1291960	Yeah, yeah, yeah.
1292100	1298460	Men, and many men, I'd say inventors, or mostly men, I'd have to say, in history.
1298980	1299940	I could be wrong.
1300340	1301780	I could be sexist with that, okay.
1301780	1311720	So men can be the, or typically are the inventor types, but that is a men's equivalent to giving birth as well, you know.
1311800	1312100	Yes.
1312220	1313800	They're like their mothers, you know, to this child.
1313800	1314580	It's their baby.
1314880	1315100	Right.
1315480	1319720	And I don't mean to correct you on this, because it's a funny thing you say that.
1319900	1327140	During the George Norris show, I had made the comment that I believe there are more women inventors out there than there are men.
1327500	1329960	Because normally the women I meet are much more creative.
1329960	1334660	and when they want something built for the kitchen they don't ask the husband to do it
1334660	1339360	they go start cutting stuff up taping it together gluing it together and they make it when the kids
1339360	1344500	toys break they fix it while daddy's at work daddy doesn't look at all the things mommy does
1344500	1350920	right right so women are much more creative when i was building houses in california i had we went
1350920	1358040	through 178 houses in seven years buying and selling i didn't design i would ask my wife
1358040	1362720	and my son hey what do you think about this place well you know dad it'd look really neat if you did
1362720	1366920	this my wife said well it'd really look pretty if you put this here and this here and i'd be
1366920	1372600	sitting over there thinking i didn't say that okay if you think it'd look pretty we'll give it a shot
1372600	1378840	you decorate i'll just build well i'd go supervise the crew would get the rough end done she'd come
1378840	1384680	in there and decorate it out every place she'd done everybody loved her work but all the additions
1384680	1390680	that my son said let's add a porch here let's do this here we chose his path on many of the physical
1390680	1396920	things because a six-year-old has a very open mind and everybody who saw the finished product
1396920	1403000	loved those grand entryways and and the holes cut through the ceiling indirect lighting everything
1403000	1410600	he had suggested was great helped sell houses so i listened to the women and children now i found
1410600	1416600	that little children especially are the best inventors there are if we just allow them the
1416600	1421720	right to open their mouth and communicate with us the problem is from the time they're born we tell
1421720	1427240	them come on say daddy say mommy come on talk and the minute they start talking it's not now i'm
1427240	1433640	busy or shut up i've got things to do go play and then when they come up with a story and say hey
1433640	1438520	you know there's just a gnome out in the garden he's i don't have time for stuff like that don't
1438520	1439520	Don't make up stuff.
1439520	1440520	Wait a minute.
1440520	1441520	You're imaginary friends.
1441520	1442520	Yeah.
1442520	1443520	What do you mean I can't have an imaginary friend?
1443520	1447340	You're the one telling me from the time I was born about Jack and the Beanstalk and
1447340	1450280	Fairy Godmothers and all these things and the witches.
1450280	1452620	You can make up stuff?
1452620	1456400	And I hear you and mom talking about how you lie to IRS and you're going to lie to that
1456400	1460020	cop, you're going to lie to these people, yet you tell me not to make up stories?
1460020	1461640	Boy, I am confused.
1461640	1464020	And when I talk, you tell me to shut up.
1464020	1465020	Well, sure.
1465020	1470460	course our leaders get on in front of national tv and start telling the stories too so what do you
1470460	1478060	go do with that yeah so yeah you got it yeah what state of confusion are they in massive
1478700	1483900	do they want to share when they have an idea no how many of us have gone through life walked
1483900	1489500	into a store and said oh geez i thought of that 20 years ago i built one of those 15 years ago but
1489500	1490820	But did you ever go anywhere with it?
1490960	1491400	No.
1493280	1494640	Thought is in the universe.
1495180	1498880	And when a new thought for a new thing comes out, by whatever means,
1499600	1502700	it is out there for anyone who picks up on that thought.
1503020	1508420	But if I'm the only person who picked up on gait, yet the knowledge was out there,
1509220	1510960	I just had to put the pieces together.
1510960	1512240	Well, you're right.
1512240	1523980	And we are in this cultural thinking that advances to our society are going to come from a quote-unquote laboratory
1523980	1531640	or from someone who has some initials in front of or behind their names or some prestigious university.
1532060	1537540	And if we haven't had an improvement, then those folks haven't come up with it yet.
1537800	1538440	Right.
1538440	1542800	But that is not the history of our country, and that's not the reality.
1543100	1546520	But it's the programming we've had in this country since the 50s.
1546920	1553540	So many people, when I first told them, I can give you a 30% to 50% improvement with a snap, I'm just a piece of cake.
1553840	1555940	He is talking about gas mileage.
1556220	1559400	Getting double and triple, well, yeah, we can do it, but it's against the law.
1560520	1562120	Now, the government doesn't want that out there.
1562880	1564940	Can we teach it? Yeah, I can teach people.
1565200	1567060	But can I put it on your car? No.
1567060	1581160	That is also, I would imagine, a shock to most people when they hear this because we know everything you're hearing in the press and the media is about we have to reduce our dependence on fossil fuels.
1581680	1589140	The manufacturers are now just telling, oh, we're getting 40 miles per gallon with these little cracker box cars and stuff like that.
1589140	1594620	And we are believing that this is the cutting edge and the best we can do.
1595220	1601100	But you're saying something that there's actually a desire or a mandate against doing better than that,
1601320	1603640	even though there are mandates to do better.
1603980	1604100	Right.
1605940	1607080	We're not somehow.
1607180	1610080	In 1951, the Inventor Secrecy Act was published.
1610720	1613420	They control all the patents that go into the patent office.
1613840	1618020	If anything is above a certain percentage better than what is currently allowed,
1618020	1621640	it is automatically seized for military application first.
1621760	1623840	The inventor doesn't need to get compensated a penny.
1624360	1627180	Now, if the inventor puts up too much resistance, like we've seen,
1627520	1630300	some of those inventors are either put in nut houses or dead.
1630940	1631420	Yes.
1632020	1633560	And we've seen examples of both of those.
1633560	1635440	I've seen too many of my friends now that are dead.
1636540	1637020	Wow.
1637440	1642060	And personally, after three and a half years of maximum security detention,
1642960	1647080	without doing a crime, I'm sorry, I thought we lived in America.
1647980	1650460	Well, it's corporate America.
1650460	1653960	So what, maybe you've answered the question before I could get it out.
1654160	1658880	What is the, what's the thinking behind that?
1659000	1663020	What's, why is that happening when we are clearly,
1663200	1669220	where gasoline is now at this moment in the $3 to $4 per gallon range.
1669480	1674580	We've got emissions laws, you know, we've got mileage laws or guidelines.
1674940	1679240	But all of those can be exceeded by leaps and bounds in actuality.
1679240	1686240	Well, I think it goes back to a quote I heard from Jesse Ventura, I don't know if it's his quote or not, where he said, follow the money.
1686880	1696060	Well, you're going to find behind all of those money trails, all these inventions, like smog pumps, oh, you put this pump in and it reduces the emissions by 50%.
1696060	1715000	Well, if you have an emission stream pumping out 200 parts per million out the exhaust pipe and you pump in 50% more fresh air, which is coming from energy from the engine, so now you're reducing the engine by 3%, but you're putting 50% more fresh air in the exhaust pipe, yeah, you're only going to read 100 parts per million.
1715000	1720120	It's going to appear to the average idiot that, oh, we reduced emissions.
1720740	1722640	No, you didn't. You actually increased them.
1723660	1727760	Because, yeah, it's 50% less coming out, but you've got all this air coming out,
1727800	1733160	which is taking 3% of the energy from the engine to produce the airflow to the exhaust pipe.
1733600	1737660	So if we keep lying to the public about we're doing something when we aren't,
1738120	1739480	then you're never going to get ahead.
1739980	1742840	When they have technology, such as mine and many other inventors,
1742840	1747580	the government has stopped them from going forward because as long as they can control
1747580	1753280	the cash from oil we have a lot of rich politicians you don't want to take that
1753280	1758480	money away from congressmen senators and other people that's their livelihood i mean they can't
1758480	1765120	get by on their 200 to 400 000 a year i mean they need a little bit more money and as long as you
1765120	1770140	got a credit card in your wallet they want to charge it up on your credit cards boy we're just
1770140	1776760	getting started but we gotta stop for a break as this conversation with paul pantone and
1776760	1784900	basically a preview to indelible promise uh continues when we come back we'll get more into
1784900	1792440	what geet is as well as some of the implications of it that is what's so important about all this
1792440	1799080	but we'll be right back this is adam abraham with talk for food on web talk radio.net
1799620	1800360	Stay with us.
1804460	1810500	Jim Harshman is made to change from water treatment to water transformation technology,
1811000	1816080	having installed a unit from Photonic Water Systems for almost two years now.
1816620	1819680	He tells you in his own words what has changed.
1820580	1827280	Well, here's the problem we had when we built this house in 2005 or 2006.
1827280	1832160	we got it done and found out the water was extremely hard.
1832560	1837020	There was a lot of calcium buildup on the outside of the pool
1837020	1840840	and also into the misters inside the courtyard.
1841680	1844440	And so we know we had an issue with the water right off the bat.
1844620	1848420	So in trying to solve that, this is where we started to play around
1848420	1850160	with the different options that were in the market.
1850160	1858440	It kind of explored what was on the home shows at the different green shows
1858440	1861380	and also home shows that the Phoenix area was having.
1862420	1867260	And, you know, it was just a major problem, so we had to get it solved.
1867260	1875820	And we ran into the product, and I guess we can't say enough about it.
1875820	1881080	I mean, it took an intolerable scum problem, a white hard water problem,
1881220	1884380	and just neutralized it to where we don't have the buildup anymore.
1884720	1887920	We don't have the buildup on the pool, the courtyard, fountain,
1888340	1893780	or into the various systems that we have, such as your misters and your shower heads.
1894560	1896240	So it's 100% work.
1897080	1901200	Now, how it works, I have no idea, but it's not how it works that I'm worried about.
1901300	1903920	Available at photonicwater.com.
1903920	1910360	We come in all shapes and sizes, but for all our apparent differences, we share an important oneness.
1910620	1911700	I am my body.
1912000	1912440	Not.
1912640	1917720	Now your child can discover the oneness behind human diversity with I am my body.
1917940	1918420	Not.
1918600	1919660	From Phylos Books.
1919880	1927140	This progressive book written by Adam Abraham helps parents and teachers introduce some of the most basic human concepts and questions.
1927340	1930280	Celebrate the body and the spirit with I am my body.
1930520	1931000	Not.
1931000	1934080	Order now, just $19.95 plus shipping and handling.
1934580	1938420	I Am My Body, Knot, is available at phylos.com.
1938620	1942280	That's P-H-A-E-L-O-S dot com.
1942540	1943640	Order yours today.
1944040	1949460	Hi, this is Mary Meadows, and you're listening to Talk for Food on webtalkradio.net.
1961000	1967360	The second half of Talk for Food gets started right here and now on webtalkradio.net with Adam Abraham.
1967760	1978560	And we are talking with Paul Pantone, developer of GEET Global Environmental Energy Technology.
1979560	1988540	And it is a wide range of devices, but many of which are based around what's called plasma.
1988540	1990560	And we'll get into that.
1990560	2005060	It's called the fourth state of matter, and it has some amazing properties that is a part of you and I today, has always been, and yet you never hear about it.
2005940	2007380	Very, very interesting.
2008200	2010560	So we're going to talk more about that.
2010980	2012400	At any rate, let's get started.
2012820	2016320	We are talking about politicians and things like that.
2016480	2018500	This is from his actual experience.
2018500	2027900	I mean, he's not, this isn't sour grapes, this is simply what has been and oftentimes still what is, but also what needs to change.
2028460	2029120	Here he is.
2029980	2034700	See, for me, that's not good enough reason to not do the best, so to speak.
2035120	2045000	It might mean changing how they collect or something like that, but not simply just restrict this money.
2045000	2068380	We have been programmed, as a matter of fact, it was about six months ago, in the mail from the U.S. Post Office, which is a private corporation, it's not part of the U.S. government anymore, it said, if you receive any information by mail or communication that a device is really better than is believable, please report it to us so we can go seize the company, close it down.
2068380	2074740	There are a lot of scams out there, and anything that's better than what we tell you has to be a scam.
2075160	2077100	This is no exaggeration.
2077740	2083620	Anyone who's familiar with MMS, the Miracle Mineral Supplement, Master of Miracle Supplement of Jim Humbles,
2084200	2090540	the FDA has come down on it, and now working with the U.S. Postal Service,
2090540	2098340	they are attempting to build a case that some form of fraud or deception or scam has been perpetrated.
2098380	2104660	or that this particular product has been available or as some type of unapproved drug.
2105180	2109980	Bottom line is that their position is specious and their claims are false.
2110660	2116200	But the method is very consistent with exactly what he's just said.
2116200	2122160	We are programmed to believe that nothing can be better than what the government offers or approves.
2122640	2125300	There is no such thing as EPA approval.
2125300	2129660	I gave you a letter yesterday, and it clearly says it's a voluntary organization.
2130020	2135020	They don't have the right to approve, endorse, or certify any aftermarket product.
2135660	2138780	So where do they come up with, does it have EPA approval?
2139100	2140800	There is no such thing.
2141540	2146940	EPA is a glorified reporting agency, and it was put in for good reason, mind you,
2147160	2150700	that the Congress was tired of all these crazy inventors.
2151160	2152820	And there are a lot of them out there that are out there.
2153500	2157820	When they come up in front of Congress and say, I invented a perpetual motion machine.
2158040	2161540	You put five pounds in here, and as it turns, you add another five pounds,
2161620	2163580	and it just keeps spinning forever and ever and ever.
2164260	2166820	Well, they forgot gravity, friction, and a few other things.
2167300	2171200	But Congress got tired of hearing all these scatterbrained ideas and said,
2171200	2177840	we need a department to screen inventors and to make sure what they're putting on the cars is safe
2177840	2179600	and isn't going to kill somebody.
2179600	2185300	so go out and evaluate the best you can come up with your own standards now if
2185300	2188420	you shut that division down how many hundreds of thousands of people are
2188420	2193400	going to be unemployed well are they really employed now yeah right if
2193400	2198620	they're abusing their power and there's too many agencies out there that really
2198620	2202640	do not know if they're supposed to like the agency that was set up so that we
2202640	2208760	can make sure we're not importing oil it has grown what 500% per year for how
2208760	2214840	many years oh well sure and we're using more oil now than ever that's right yeah except that is
2214840	2220660	this now uh it's imported so the sad part of that is when you start telling people i have this
2220660	2224800	invention and it works oh if something like that would have worked the important chrysler would
2224800	2231320	already have it on their cars i have no idea how many times i've heard that line yeah for the best
2231320	2237440	one and i hate to pick on cowboys but one guy had got bunk bucked off his bronco one too many times
2237440	2242060	He had a buckle about eight inches wide, and he came up there with his thumbs in his pocket,
2242180	2247340	and he says, you can run on crude oil and get 90 times the mileage of gasoline?
2248080	2248640	I said, yeah.
2249100	2250340	And no pollution?
2250880	2251360	Yeah.
2252020	2254080	Man, that is anti-American.
2254980	2255760	I said, how's that?
2256180	2258780	Well, we've got to support the government and buy that gas.
2259300	2260880	I said, aren't you worried about pollution?
2261060	2261640	He said, no.
2262040	2264540	I'm going that way, and the pollution is going that way.
2264540	2268220	sorry folks
2268220	2276720	thank god we don't all don't share the same books yeah absolutely and thank goodness that
2276720	2282340	somewhere along the line you know people do hit the wall because oftentimes they don't care about
2282340	2288340	these choices until the choices that they've made have taken them to the wall and now they
2288340	2293640	want something that works well years ago before prohibition we had farmers all over the country
2293640	2298320	that had their own stills they were taking the crop waste putting it in the still and making
2298320	2302440	alcohol so they could run their farm tractors and their other diesel equipment and the oil
2302440	2308540	companies didn't like it so they supported the women's suffrage movement to stop alcohol ban
2308540	2313980	the still we have to get that evil thing out of here oh yeah good old joseph kennedy our first
2313980	2318700	bootlegger there was a big one uh he was transporting all the booze down for all the
2318700	2324540	politicians and everybody else who wanted booze with police protection and made him a national
2324540	2331000	hero. But you don't think the guys in Washington went without booze, do you? Sure, the rest of the
2331000	2337740	country was supposed to, but they got their booze. And of course, Kennedy's became very famous in
2337740	2344360	this country and a prestigious family, but for the wrong reason. Yeah, wow. Yeah, that's for sure.
2344360	2349060	as far as the prohibition
2349060	2349740	it was all about
2349740	2350820	shutting down the spills
2350820	2352160	so farmers couldn't
2352160	2353160	grow their own crops
2353160	2355020	to supply fuel
2355020	2355760	to their equipment
2355760	2356920	money
2356920	2358500	it's all about money
2358500	2359660	follow that money
2359660	2360380	and you'll follow
2360380	2361180	the dirty amps
2361180	2362400	when it comes to
2362400	2363180	atomic waste
2363180	2363840	we've been approached
2363840	2364420	many times
2364420	2365320	can we get rid of it
2365320	2366300	yeah we can
2366300	2367280	we gave a few
2367280	2367920	demonstrations
2367920	2369240	of solid atomic waste
2369240	2369720	disposal
2369720	2370980	with another inventor
2370980	2371940	that I know
2371940	2372600	he came down
2372600	2373220	and I took care
2373220	2373620	of the liquid
2373620	2378940	But after they found out it worked, I received a call saying that if I like living and breathing,
2379060	2384820	I better not go into that field because there were too many politicians receiving their part of that billion dollars a month
2384820	2388000	for storing all the atomic waste.
2388300	2389860	And they did not want competition.
2390620	2395080	And now those wastes are leeching into water supplies.
2395080	2397460	Water supplies are leeching out all over the place.
2397880	2400540	In some cases, big companies don't want to pay.
