start	end	text
1111260	1116320	with including dr andreas richter they all said paul you're 50 to 100 years ahead of mankind
1116320	1123540	we don't even have a clue of why it works so unless somebody can teach us how and why it works
1123540	1130020	all we have is the notes in our books that say you're wrong but here i am looking at it working
1130020	1139200	so what did you or have you uh learned from observing the the tornadoes that uh well certainly
1139280	1140260	You learned how to stop them.
1140260	1141200	They are very controllable.
1142460	1144960	You can pretty much program where they're going to go.
1145380	1148540	If you have one coming and you'd like to divert it a specific direction,
1148820	1152380	all you have to do is create a heat pattern to pull it off to the direction you want to go.
1153040	1157960	So, yes, there are many things we can do to control a tornado.
1157960	1161860	If you want to divert it from hitting buildings and all, if you can just get ahead of it,
1162100	1168080	then you turn on a specific frequency and it will pull that tornado any direction you want until it dissipates.
1169080	1170400	So we could control them.
1170540	1175560	I'm picturing a new form of emergency response team, for example.
1175720	1178120	And it doesn't mean that it has to be different people.
1178340	1180820	It could be the same people just learning something new.
1180820	1181140	It could be the same people.
1181340	1185020	It could be highway patrol on the road that are out there to save lives every day already.
1185440	1193360	If they have the equipment where they could just get out, set it up on a tripod, aim it, look through the scope, hit a button, and fire that missile.
1193720	1195500	Shoot it into the center of that tornado.
1195500	1200120	So if it hits the center and goes down, it's going to blanket right there on the spot.
1200220	1202080	You're going to have a hole in the ground where the lightning hit.
1202240	1202900	But it's done.
1203620	1209440	And when you start thinking about the forces that are in that tornado, they are so strong.
1209580	1215180	The centrifugal forces are so strong, they can take and take a house who knows where.
1215240	1221020	Well, then the implosion, the centripetal forces are strong enough to exactly just what you said.
1221360	1222500	They will take it down.
1222580	1224000	It won't go any further than that.
1224060	1224220	Nope.
1224380	1225220	It'll stop it right there.
1225500	1230440	It just takes a willingness to just be open.
1231560	1233120	Wow, that is amazing.
1233120	1238700	So if we could take a thousand engineers who work on that one project and scientists, that's great.
1239040	1240080	But how about the x-rays?
1240240	1246120	I mean, we found that when we hold a piece of x-ray film up next to the reactor rod like this while it's running,
1246400	1247980	the film is completely exposed.
1249380	1252320	It goes through lead, it'll go through your fingers and everything else.
1252320	1257540	But in one of the x-rays where the man was holding it up, the technician, with a lead glove on,
1258200	1262580	these four fingers showed on the film as soft tissue, like an MRI.
1263340	1268480	But when you looked at the film in a bright light, you could see the bones of the thumb on the other side.
1269000	1271420	But you could not see the lead glove at all.
1271580	1272540	It went through the lead.
1273300	1274860	It saw life.
1275680	1281340	It recognized life and let life show, but it did not see the other.
1281340	1286260	Now, we've hit that phenomenon with Yul's Brown's gas.
1286400	1287160	Brown's gas, uh-huh.
1287740	1290880	If you're running along cutting steel and aluminum and bricks and everything else,
1290940	1292620	you run across your hand, it doesn't cut your hand.
1293420	1295120	Gee, okay, it senses light.
1295640	1298860	Well, when we take that same technology like Sonny Ward has,
1299160	1302460	where you have two electrodes coming together to create a plasma ball,
1302740	1305000	you can take steel, anything you want, and drop it in there.
1305080	1307520	Coins, they drop into the ball of white light, they don't come out.
1307800	1308480	They're vaporized.
1308980	1311700	But drop a banana in there and it comes out a banana.
1312500	1314320	Probably a little bit more energized, too.
1314420	1314760	Probably.
1315300	1320320	So why is it that plasma recognizes life and will not hurt life?
1320920	1322340	Because it is life.
1322620	1323900	It's intelligent energy.
1324200	1324560	Yes.
1325020	1327460	So we are making these discoveries.
1327720	1329480	We're documenting everything we can.
1330140	1331460	So we have a lot to learn.
1331460	1332940	This is only the beginning.
1332940	1343780	So, the idea of an intelligent energy that recognizes life, another word for that would be plasma.
1344200	1344320	Yeah.
1344400	1344500	Correct.
1344820	1345040	Okay.
1345280	1349020	Plasma is recognized as the fourth state of matter.
1349920	1354300	It was about 1983, I believe June of 1983 in Moscow,
1354300	1360480	well, scientists from all over the world all gathered to discuss whether or not they would
1360480	1363260	accept plasma as that fourth state of matter.
1364060	1368100	Because there were some that still were holding off saying they didn't believe it was a state
1368100	1368540	of matter.
1369280	1374700	Well, after many weeks of arguing, they all concluded that plasma is, in fact, the fourth
1374700	1377260	state of matter and should be recognized for that.
1377260	1380240	they had then another week
1380240	1382040	of lectures on plasma
1382040	1384220	that went on and the book of
1384220	1386180	Al Bateman and super high frequency
1386180	1388080	plasma generators was created there
1388080	1390440	one of the scientists that got
1390440	1391440	up drew a picture
1391440	1393760	if you looked at that book
1393760	1395560	I think it's on about page 26
1395560	1398080	there's a picture of what he said
1398080	1400060	was what the other scientists
1400060	1401560	were saying was a plasma generator
1401560	1403980	and what they were saying was
1403980	1405500	as the plasma
1405500	1407760	or fuel vapor
1407760	1409200	is fed up into the tube
1409200	1411080	it has to be sealed off here
1411080	1413560	and then put under a high amount of pressure
1413560	1415760	and then bombarded with electrons
1415760	1417700	so that when it was released at the other end
1417700	1419760	the new plasma fuel
1419760	1421880	would come out and burn very efficiently
1421880	1423120	well
1423120	1425920	one of the 600 scientists
1425920	1427700	at that conference said I believe
1427700	1428440	you're all wrong
1428440	1432040	I believe if you use a vacuum to pull it into the chamber
1432040	1433420	that it would generate
1433420	1434960	its own plasma field
1434960	1442380	he was laughed off the stage and asked to leave the conference it was so preposterous but the
1442380	1448580	same week that that was happening in moscow i built the first blue engine which is up against
1448580	1454980	the wall over here and it did run with a vacuum and it was self-generated i just didn't know it
1454980	1463080	was called a plasma generator for 10 years this is one of the active agents and elements and it has
1463080	1467080	many, many applications, not just
1467080	1471140	fuel, essentially. The number of applications for using plasma energy
1471140	1475280	is unlimited. It could replace our need for fuel in every piece of equipment
1475280	1479020	we now have on the planet. It could take products that we now consider
1479020	1482800	waste, vaporize it, to then use that as a new fuel.
1483520	1486260	How much energy is there in a can?
1487080	1491060	Well, most people would look at an empty can. We don't want to promote a name
1491060	1495760	brand here, but they'd look at this can and say, well, empty, that's only worth two cents
1495760	1498620	or five cents for recycling value.
1498620	1504340	Well, that represents, using a gate reactor and understanding the process, the equivalence
1504340	1506220	of three and a half gallons of gasoline.
1507780	1509860	So what does that can worth to me?
1510000	1511640	A lot more than it is to you.
1511960	1512440	Absolutely.
1512700	1513100	Wow.
1513580	1519140	And then you started getting an appreciation for the value we're actually getting, or should
1519140	1524320	I say the value we're wasting using the methods that we're using right now
1524320	1528560	with this throwaway type of disposal mentality.
1529460	1535480	Well, if you were to take all your plastic and your styrofoam and your plastic bags
1535480	1539380	and you shove it into a heat exchanger and you extract the heat you need
1539380	1541840	to turn it back into gas, diesel, and kerosene,
1542360	1546180	you could either separate it into the three fuels or just use all the vapor in a gate
1546180	1546960	and you have no pollution.
1547740	1550240	So it depends on what kind of fuel do you need.
1551640	1554440	Here in this country, we have been a throwaway society.
1555120	1557820	We waste and waste, and we never stop wasting.
1558980	1561840	People really don't look at all the waste product we have.
1562060	1564340	But refrigerators are so idiotic.
1565120	1565980	Heat rises.
1566140	1567200	So where do you put the compressor?
1567560	1568280	Underneath it.
1568740	1569360	Right, right.
1569360	1569760	I'm sorry.
1570200	1573220	Look at some of the better grade commercial units where they're on top.
1573840	1574740	Because the heat's rising.
1574740	1577460	You don't want to sit there and heat the box you're trying to cool off.
1578580	1582760	Unless, of course, you're a refrigerator company or a power company, then you like these.
1583340	1587480	And look at the amount of insulation you're trying to keep on an average day.
1587520	1591940	You're trying to keep the temperature in the fridge at 38 degrees or freezing in the fridge.
1592220	1593840	Yet you're trying to heat the house up 70.
1594640	1596500	There's a lot of temperature differential there.
1596760	1597940	And what do you have for insulation?
1598760	1600940	Oh, about one inch, half inch.
1601500	1604560	Well, why isn't that solid insulation?
1605460	1609220	Why isn't it more like a thermos bottle so you can keep that cold in and the heat out?
1609700	1611600	Because they want you to waste electricity.
1611940	1613720	They don't want it to last that long.
1614440	1616280	So why make it so it will?
1617760	1621460	And then, of course, we're still believing we've got the latest and the greatest.
1621460	1626680	I mean, it's always the latest and the greatest until their next latest and greatest shows up.
1627720	1630000	Well, yes, but I have to look back at history.
1630000	1636460	I mean, we're coming up now to a point where between the solar flares and a planet coming by our area of the galaxy here,
1636580	1641360	where a planet five times our gravitational field coming by us is going to alter our fields,
1641720	1646600	and I believe we're going to have earthquakes, volcanoes, and other horrible disasters, we're not going to have power.
1647340	1652880	If the projections I've seen are even close to active, we could be anywhere from two to ten years without power.
1653480	1658300	Well, if you generate your own power on demand, then you're going to have what you need.
1658900	1660200	But don't count on the government.
1660380	1661800	Don't count on a utility company.
1661900	1662680	They're not going to be there.
1664240	1665680	So how do you keep your food?
1666680	1670560	I mean, people say, oh, well, after four or five days, the meat's no good.
1670660	1671920	Well, wait a minute.
1672180	1675880	Our grandparents and our great-great-great-grandparents didn't have fridges.
1676660	1679380	They learned how to use clove, cinnamon.
1679380	1683520	They used all kinds of organic things to treat the meat.
1684140	1689660	How many people do you know have served you a piece of ham at holiday time that have cloves in it?
1690260	1691360	Yes, I remember that.
1691900	1692820	Almost everybody has.
1693000	1693900	Do you know why they were in there?
1694580	1695700	That I did not know.
1696100	1696980	It's a preservative.
1698020	1699480	Now, what do they tell you about pork?
1699580	1700960	Oh, you don't want to leave it out too long.
1700980	1701540	It'll go bad.
1702620	1703160	Well, that's funny.
1703200	1706860	In my house, we put all these cloves in the ham on Thanksgiving.
1706860	1708980	It was served all day long, sitting on the table.
1709440	1711340	And when we were done, there wasn't room in the fridge.
1711660	1715760	So we just put a cloth over it that was damp and come back for days.
1715840	1716760	It'd be sitting on the table.
1716880	1722720	It didn't go bad because the clove oil, which is later used in our society to make Novocaine,
1723480	1724880	kills all the germs and bacteria.
1725680	1727180	The meat sits there staying good.
1728080	1730520	Five, six days later, your meat's still good.
1731200	1733920	So by putting cloves in the meat, it will help preserve it.
1734020	1735620	Putting salt on it will help preserve it.
1735620	1741580	So you put cheese cloth with a salt pack on it, and your meat's going to be good for four to five, six months.
1742460	1743600	You didn't need a refrigerator.
1744580	1748260	Not long after this conversation, I was talking to my mom.
1748920	1755700	I asked her, if you didn't have any electricity, what would you do to preserve the food?
1756540	1759320	And, you know, she wasn't really sure.
1759320	1768960	and it really shows how we have come to forget we have not been passing on it shows up what we
1768960	1775680	are passing on from generation to generation or perhaps what we are not passing on from generation
1775680	1781640	to generation it's not that we don't know or not that we haven't known but what are we actively
1781640	1787080	using what information or knowledge are we actively using now and how could it help us
1787080	1795080	This information is so vital, so valuable that, well, it's not forgotten.
1795500	1796980	Point is, can we spread it?
1797660	1799440	Right now, we're taking a break.
1799620	1804860	When we come back, we'll continue this conversation with Paul Pantone, where he will share more.
1805780	1813340	Nuggets of knowledge when Talk for Food returns with Adam Abraham on webtalkradio.net.
1817820	1823900	Jim Harshman is made to change from water treatment to water transformation technology,
1824400	1829480	having installed a unit from Photonic Water Systems for almost two years now.
1830000	1833080	He tells you in his own words what has changed.
1833920	1840660	Well, here's the problem we had when we built this house in 2005 or 2006.
1841760	1845540	We got it done and found out the water was extremely hard.
1845540	1854220	There was a lot of calcium buildup on the outside of the pool and also into the misters inside the courtyard.
1855080	1857840	And so we know we had an issue with the water right off the bat.
1858000	1863560	So in trying to solve that, this is where we started to play around with the different options that were in the market.
1864480	1874780	Kind of explored what was on the home shows at the different green shows and also home shows that the Phoenix area was having.
1875540	1880660	And, you know, it was just a major problem, so we had to get it solved.
1880660	1889200	And we ran into the product, and I guess we can't say enough about it.
1889300	1894460	I mean, it took an intolerable scum problem, a white hard water problem,
1894600	1897760	and just neutralized it to where we don't have the buildup anymore.
1898200	1901320	We don't have the buildup on the pool, the courtyard, fountain,
1901320	1904800	or into the various systems that we have,
1904860	1907180	such as your misters and your shower heads.
1907960	1909620	So it's 100% work.
1910440	1912140	Now, how it works, I have no idea,
1912320	1914580	but it's not how it works that I'm worried about.
1914680	1917320	Available at photonicwater.com.
1917820	1919680	We come in all shapes and sizes,
1919680	1921840	but for all our apparent differences,
1922200	1923740	we share an important oneness.
1923980	1925100	I am my body.
1925380	1925760	Not.
1926200	1928180	Now your child can discover the oneness
1928180	1931040	behind human diversity with I Am My Body.
1931320	1933060	Knot from Phylos Books.
1933260	1937480	This progressive book written by Adam Abraham helps parents and teachers
1937480	1940520	introduce some of the most basic human concepts and questions.
1940720	1944380	Celebrate the body and the spirit with I Am My Body, Knot.
1944560	1945040	Order now.
1945280	1947420	Just $19.95 plus shipping and handling.
1947940	1951800	I Am My Body, Knot is available at phylos.com.
1951800	1955680	That's P-H-A-E-L-O-S dot com.
1955940	1957020	Order yours today.
1957400	1960500	Hi, this is Mary Meadows, and you're listening to Talk for Food
1960500	1962860	on webtalkradio.net.
1973400	1975520	The second half of Talk for Food
1975520	1976980	starts right here and now
1976980	1978960	on webtalkradio.net
1978960	1979880	with Adam Abraham.
1980280	1982220	And without any further ado,
1982360	1983580	you know who we're talking to.
1983700	1984940	You know what we're talking about.
1985320	1986780	We're talking about GEET,
1986780	1988960	global environmental
1988960	1990760	energy
1990760	1993100	technology with Paul
1993100	1995100	Pantone, his developer, its
1995100	1996560	soul and heart.
1997020	1998100	Anyway, let's continue.
1998840	2000880	During tests, when I was much younger,
2001380	2003160	we took a refrigerator that's compressor
2003160	2005220	we shot on, and we pulled a little
2005220	2006500	pump piece of
2006500	2009180	the tube,
2009180	2010960	the filler used in an inner tube
2010960	2012940	for car. The stem.
2013400	2014980	We put one of those inside of it,
2015340	2016540	and we pulled a vacuum
2016540	2021560	on the refrigerator. It wasn't much of a vacuum, but we had put a dozen oranges in there
2021560	2026720	in a couple trays of strawberries. About a month later, it opened the door up. We had
2026720	2033740	to break the vacuum first, let the air out, open the door, and there's no mold. There's
2033740	2038680	no fungus. Everything's fresh. Took a strawberry, tasted fresh, grabbed an orange, closed the
2038680	2044880	door, pulled a vacuum on it again. Came back a month later. A year later, the orange that
2044880	2051840	was still left was still good and fresh it took six months before the first sign of any mold on
2051840	2058640	the strawberries six months wow okay this is just by pulling the air out pulling the excess air out
2058640	2064720	of the chamber that doesn't need so bacteria can't grow no oxygen no breathing okay you got it
2064720	2070880	so by building boxes that are airtight and then pulling a vacuum on them you can have your food
2070880	2074700	in there for six months to a year you don't have to worry about going out and getting a lot of food
2074700	2077160	but if you don't have power
2077160	2079780	you better understand vacuum technology a little bit
2079780	2081160	you better understand herbs
2081160	2082360	and how they work
2082360	2084620	I mean it wasn't that important to us
2084620	2087160	because we have refrigerators
2087160	2088560	and power and all these things
2088560	2091460	but back when Christopher Columbus was sent over here
2091460	2093000	it was for a trade route
2093000	2095740	because they needed all of those herbs
2095740	2097520	to keep the meats and things fresh
2097520	2101720	and salt was the main method of doing it back then
2101720	2104560	unless they could get their hands on cloves
2105320	2108920	Well, coming up with a shortcut to bring the cloves in would help.
2109580	2114860	But now we can go down to the health food store and buy bottles of clove extract, 100% pure clove.
2115380	2117040	It doesn't take more than a few drops of that.
2117420	2119460	Rub your meat down with it, and it's going to stay good.
2120140	2121640	Wow, that is amazing.
2121640	2127520	I was thinking when I said no oxygen, no breathing, but actually it's no oxygen, no oxidation.
2128140	2129380	We'll probably be in the cave here.
2129380	2136700	We also did cut apples in half, and we put them in the refrigerator to see how long they'd stay good.
2137320	2143520	And when we pulled the vacuum on them immediately and opened the door up 30 days later, there was no browning to the apples.
2144800	2150580	So even though it was air temperature, not refrigeration temperature, in a vacuum, they didn't oxidize.
2150580	2179280	Wow. These are the things. We're talking with Paul Pantone, developer of GEET, which is Global Environmental Energy Technology, and natural-based, life-affirming-based nature-respecting and working with, in harmony with nature, but to do some things that our society thinks is, in general, not possible.
